,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,latitude,longitude,pet,laundry,parking,Apartment_type
342,"Beautiful 2 Bedroom in UES, No Fee",2262.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-bedroom-in-ues-no-fee/7279010863.html,2.0, (Upper East Side),2021-02-17 21:28,1.0,40.7685,-73.9588,both pets,no laundry,off-street,multi
343,"Wood Fl,Stainless Steel Appliances,Walk To Train,Pet Ok*Hablo Español",2400.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/astoria-wood-flstainless-steel/7279010028.html,3.0, (Astoria),2021-02-17 21:25,1.0,40.7706,-73.9265,both pets,no laundry,no,multi
344,"Stunning 1 Bedroom in Prime UES, No Fee",2104.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-bedroom-in-prime-ues/7279008913.html,1.0, (Upper East Side),2021-02-17 21:21,1.0,40.7763,-73.9529,both pets,no laundry,off-street,multi
345,"Large,Utilities Incl,Washer/Dryer,Deck,Yard,Garage*Hablo Español",2300.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/college-point-largeutilities-inclwasher/7279008625.html,2.0, (Whitestone),2021-02-17 21:20,1.0,40.7855,-73.845,no pet,on site,proctected,multi
346,3 BEDROOM HOUSE FOR RENT !,2500.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/jamaica-bedroom-house-for-rent/7279008498.html,3.0, (Jamaica),2021-02-17 21:20,2.0,40.7029,-73.8111,no pet,no laundry,off-street,multi
347,Amazing Top Floor 2.5 BR with Great View,2495.0,1010.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-top-floor-25-br-with/7279008000.html,3.0, (Bushwick),2021-02-17 21:18,1.0,40.682709,-73.908809,both pets,no laundry,no,multi
348,Available March 1 or earlier,860.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-available-march-or-earlier/7279007736.html,2.0, (East Village),2021-02-17 21:17,1.0,40.729095,-73.98333,no pet,on site,no,multi
349,Renovated 1 bedroom with PRIVATE ROOF DECK!!,2167.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-bedroom-with-private/7279006563.html,1.0, (Bedford-Stuyvesant),2021-02-17 21:12,1.0,40.687729,-73.956987,no pet,no laundry,no,multi
350,Three bedroom apartment with a bonus office room private house second-,2500.0,1000.0,https://newyork.craigslist.org/brx/apa/d/bronx-three-bedroom-apartment-with/7279005595.html,3.0, (MorrisPark),2021-02-17 21:09,1.0,40.8434,-73.8602,no pet,no laundry,no,multi
351,Awesome garden 2 bed/1 bath townhouse aptHUGE private yard no fee,2200.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-garden-bed-bath/7279005486.html,2.0, (Clinton Hill),2021-02-17 21:09,1.0,40.689163,-73.95753,both pets,no laundry,no,multi
352,Newly Renovated Apartment in South Ozone Park,1800.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/south-ozone-park-newly-renovated/7279005123.html,1.0, (South Ozone Park),2021-02-17 21:07,1.0,40.6748,-73.8255,no pet,no laundry,no,multi
353,"2 bed in the heart of Bushwick, short walk from Maria Hernandez Park!",2299.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-in-the-heart-of-bushwick/7279004281.html,2.0," (Bushwick, short walk from the Morgan/Jefferson Ave L train)",2021-02-17 21:04,1.0,40.70262,-73.929091,both pets,on site,off-street,multi
354,Gorgeous 4 bed / 2 bath apartment available in Beautiful Bedstuy,2499.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-bed-bath-apartment/7279004083.html,4.0," (Bedstuy, short walk from the Myrtle-Willoughby Ave G train)",2021-02-17 21:04,2.0,40.694485,-73.937342,both pets,no laundry,no,multi
355,Beautiful/spacious 3 bed w/ in-unit Washer/Dryer !,1875.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-spacious-bed-in-unit/7279003915.html,3.0," (Ocean Hill, short walk from the J/Z/C train lines!)",2021-02-17 21:03,1.0,40.679637,-73.91654,both pets,in unit,no,multi
356,Gorgeous 1 bed / 1 bath with Laundry + Roof Deck in Beautiful Bedstuy,1883.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-bed-bath-with-laundry/7279003704.html,1.0," (Bedstuy, short walk from the Myrtle Ave J/M/Z train lines!)",2021-02-17 21:02,1.0,40.690567,-73.945349,both pets,on site,no,multi
357,DIRECT ELEVATOR opens up directly to your bright and sun-filled 1 bedr,3240.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-direct-elevator-opens-up/7279002392.html,1.0, (Financial District),2021-02-17 20:58,1.0,40.707977,-74.002,both pets,in unit,no,multi
358,"No Fee_ LARGE 1BR, Washer/Dryer, Dishwasher + Microwave; Fort Greene",2600.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-large-1br-washer-dryer/7279001581.html,1.0, (Fort Greene; Dekalb Ave & Vanderbilt Ave),2021-02-17 20:55,1.0,40.689412,-73.969485,no pet,in unit,no,multi
359,Great 2BR/1BA or 1BR/1BA + Home Office 1 Block From *FRANKLIN AVENUE!*,2275.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-2br-1ba-or-1br-1ba-home/7279000143.html,2.0, (Brooklyn),2021-02-17 20:50,1.0,40.678404,-73.959429,both pets,on site,no,multi
360,"2nd Floor,Good Condition,Heat Incl,Wood Floors,Pet Ok*Hablo Español",1900.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/college-point-2nd-floorgood/7279000076.html,2.0, (College Point),2021-02-17 20:50,1.0,40.7855,-73.845,dogs,no laundry,no,multi
361,NEW 2 Bedroom walkin apartment,2100.0,800.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-new-bedroom-walkin-apartment/7278999948.html,2.0," (bensonhurst, brooklyn, new york)",2021-02-17 20:50,1.0,40.588771,-73.985962,no pet,no laundry,no,multi
362,"1 Bed Apt for rent $1,700",1700.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-apt-for-rent-1700/7278999738.html,1.0, (Kingstone),2021-02-17 20:49,1.0,40.667,-73.983,no pet,no laundry,no,multi
363,STUNNING MASSIVE 2BR/2BA In Amazing Convenient Location!,2350.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-massive-2br-2ba-in/7278999160.html,2.0, (Brooklyn),2021-02-17 20:47,2.0,40.661283,-73.943303,both pets,no laundry,no,multi
364,"Very Good Condition,Private Entrance*Hablo Español",2300.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/college-point-very-good/7278999149.html,3.0, (College Point),2021-02-17 20:47,1.0,40.7855,-73.845,no pet,no laundry,off-street,multi
365,"Gorgeous 2 Bed, 2 Bath in Prime UES, No Fee",2933.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-bath-in-prime-ues/7278998220.html,2.0, (Upper East Side),2021-02-17 20:44,2.0,40.7763,-73.9529,both pets,on site,off-street,multi
366,HUGE 4 Bed/2 Bath Apartment in Beautiful Elevator Building w/ Laundry!,3625.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-bed-bath-apartment-in/7278997843.html,4.0, (Crown Heights),2021-02-17 20:43,2.0,40.670125,-73.955269,no pet,on site,no,multi
367,"Spacious, Bright 3 Bedroom apartment in Bedstuy!!",2800.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-bright-bedroom/7278997470.html,3.0, (Bedstuy),2021-02-17 20:42,1.0,40.679,-73.9644,both pets,no laundry,no,multi
368,"Hi Ceilings,Wood Fl,Excellent Condition*Hablo Español",1500.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/corona-hi-ceilingswood-flexcellent/7278997466.html,1.0, (Corona),2021-02-17 20:42,1.0,40.7453,-73.8611,no pet,no laundry,no,multi
369,"Beautiful one-bedroom apartment on a tree-lined block, No Fee",1829.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/ridgewood-beautiful-one-bedroom/7278997061.html,1.0, (Upper East Side),2021-02-17 20:40,1.0,40.7036,-73.8961,both pets,on site,off-street,multi
370,Very spacious 1 bed railroad apt with 2 extra rooms!! Massive space!!,1825.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-very-spacious-bed-railroad-apt/7278996711.html,2.0, (Bedford-Stuyvesant),2021-02-17 20:39,1.0,40.694409,-73.938002,both pets,no laundry,no,multi
371,"(NO FEE) Gorgeous 1 BR w/ Private Roof Deck, Best Block in Park Slope!",2730.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-gorgeous-br-private/7278996556.html,1.0," (Park Slope, Brooklyn)",2021-02-17 20:39,1.0,40.674488,-73.973466,both pets,no laundry,no,multi
372,"Clean 1 Bedroom in UES, Great Location, No Fee",1898.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-clean-bedroom-in-ues-great/7278995147.html,1.0, (Upper East Side),2021-02-17 20:34,1.0,40.7763,-73.9529,both pets,no laundry,off-street,multi
373,Spacious 1 Bedroom Apartment in Centrally Located Crown Heights,2042.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-bedroom-apartment-in/7278994815.html,1.0, (Crown Heights),2021-02-17 20:33,1.0,40.670125,-73.955269,no pet,on site,no,multi
374,2 Bedroom w/ Hardwood Floors & Stainless Steel Appliances,1850.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-hardwood-floors/7278993984.html,2.0, (Windsor Terrace),2021-02-17 20:31,1.0,40.654003,-73.979926,both pets,no laundry,no,multi
375,"Beautiful 1 Bedroom with Balcony in UES, Laundry, No Fee",1994.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-bedroom-with-balcony/7278993535.html,1.0, (Upper East Side),2021-02-17 20:29,1.0,40.7816,-73.9511,both pets,on site,off-street,multi
376,"Clean 1 Bedroom in UES, Laundry in building, No Fee",1696.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-clean-bedroom-in-ues-laundry/7278992365.html,1.0, (Upper East Side),2021-02-17 20:26,1.0,40.7816,-73.9511,both pets,on site,off-street,multi
377,Gorgeous 2 Bedroom Apartment with Laundry!! In an Elevator Building,2375.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-bedroom-apartment/7278990473.html,2.0, (Crown Heights),2021-02-17 20:20,1.0,40.670125,-73.955269,no pet,on site,no,multi
378,Stunning 2 Bedroom apartment with PRIVATE BACKYARD!!,2200.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-bedroom-apartment/7278986928.html,2.0, (Bedstuy),2021-02-17 20:09,1.0,40.689163,-73.95753,both pets,no laundry,no,multi
379,"Gorgeous, affordable Studio in UES, No Fee",1354.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-affordable-studio-in/7278986770.html,0.0, (Upper East Side),2021-02-17 20:09,1.0,40.7763,-73.9529,both pets,no laundry,no,multi
380,"3 BEDROOM FOREST HILLS, NY",2400.0,1350.0,https://newyork.craigslist.org/que/apa/d/forest-hills-bedroom-forest-hills-ny/7278985849.html,3.0," (FOREST HILLS, NY)",2021-02-17 20:06,1.5,40.7229,-73.8473,no pet,on site,no,multi
381,Owner,2400.0,2000.0,https://newyork.craigslist.org/que/apa/d/maspeth-owner/7278983981.html,4.0, (Maspeth),2021-02-17 20:01,1.0,40.722803,-73.901293,no pet,no laundry,no,multi
383,// NO FEE + 3 MONTHS FREE // HUGE 2BR // 24/7 DOORMAN // FREE HEALTH C,2300.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-months-free-huge-2br-24/7278983276.html,2.0, (Upper East Side),2021-02-17 20:00,1.0,40.78417,-73.94795,both pets,no laundry,no,multi
384,Newly Renovated!! 1 Bedroom Apartment in the Heart of Clinton Hill,2700.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-bedroom/7278982499.html,1.0, (Clinton Hill),2021-02-17 19:58,1.0,40.689452,-73.968078,no pet,in unit,no,multi
385,"Apartamento de 2 habitaciones, sala, cocina y baño",1900.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/ozone-park-apartamento-de-habitaciones/7278981647.html,2.0, (Richmond hill),2021-02-17 19:55,1.0,40.688611,-73.842169,no pet,no laundry,no,multi
386,Charming 1 Bed steps to Riverside Park,1650.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-bed-steps-to/7278977909.html,1.0, (Harlem / Morningside),2021-02-17 19:45,1.0,40.8246,-73.9507,both pets,no laundry,no,multi
387,Beautiful Modern 3bd Apartment with Private Balcony!,2750.0,1220.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-modern-3bd-apartment/7278977676.html,3.0, (Bay Ridge),2021-02-17 19:45,1.0,40.627634,-74.024184,no pet,no laundry,no,multi
388,Bushwick 2 Bed 1 bath king sized apartment!,1999.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-bed-bath-king-sized/7278977593.html,2.0, (Bushwick),2021-02-17 19:44,1.0,40.7006,-73.918,both pets,no laundry,no,multi
389,Williamsburg 1 Bed! Super Cheap! ASAP Move in,2200.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-bed-super-cheap/7278976905.html,1.0, (Williamsburg),2021-02-17 19:43,1.0,40.716818,-73.942602,both pets,no laundry,no,multi
390,Bedford Stuyvesant 2 bedroom,2200.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedford-stuyvesant-bedroom/7278974767.html,2.0, (Brooklyn),2021-02-17 19:37,1.0,40.690031,-73.93047,both pets,on site,no,multi
391,Charming 1 bedroom in Crown Heights!,1495.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-bedroom-in-crown/7278973722.html,1.0, (Crown Heights),2021-02-17 19:34,1.0,40.67,-73.9367,no pet,no laundry,no,multi
392,NO FEE***TRIBECA***2BD**24/DM***GYM***POOL***PRIVATE TERRACE,3195.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-no-feetribeca2bd24/7278972581.html,2.0, (TriBeCa),2021-02-17 19:31,1.0,40.713656,-74.01171,both pets,on site,no,multi
393,✩Your friends will be jealous laundry and yard✩,2600.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-your-friends-will-be-jealous/7278971262.html,3.0, (Jefferson L train @ Bushwick),2021-02-17 19:28,1.0,40.706852,-73.917852,both pets,on site,no,multi
394,DUPLEX 4BRS 2BATHS/ also 3BRS 2FLOOR/LANDLORD PAYS BROKER'S FEE WOWWW,2950.0,1200.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-duplex-4brs-2baths-also-3brs/7278967462.html,4.0, (BUSHWICK),2021-02-17 19:18,2.0,40.695078,-73.927123,no pet,no laundry,no,multi
395,"Gorgeous 3 Bedroom Unit In NEW BUILDING with parking, gym and rooftop!",3000.0,1000.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-bedroom-unit-in-new/7278966041.html,3.0," (Prospect Lefferts Garden, Brooklyn)",2021-02-17 19:14,2.0,40.658631,-73.951425,both pets,on site,off-street,multi
396,4 BED 2 BATH HOUSE - East Williamsburg - Duplex,3800.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-bath-house-east/7278964031.html,4.0, (East Williamsburg),2021-02-17 19:09,2.0,40.713816,-73.937346,both pets,on site,no,multi
398,Cozy Studio,950.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-cozy-studio/7278961147.html,1.0, (Harlem),2021-02-17 19:02,1.0,40.8183,-73.9426,both pets,no laundry,no,multi
399,2br Apartment for Rent in the Lower East Side,6700.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-2br-apartment-for-rent-in-the/7278959061.html,2.0, (Lower East Side),2021-02-17 18:57,1.0,40.7152,-73.9877,no pet,on site,no,multi
400,2 bedroom like new,1850.0,900.0,https://newyork.craigslist.org/fct/apa/d/norwalk-bedroom-like-new/7278953327.html,2.0, (Norwalk),2021-02-17 18:43,1.0,41.111951,-73.417168,no pet,in unit,off-street,multi
401,"2-Bedroom, 1 Bath EI Kitchen & Living Room",1500.0,600.0,https://newyork.craigslist.org/que/apa/d/maspeth-bedroom-bath-ei-kitchen-living/7278950989.html,2.0, (Woodside),2021-02-17 18:37,1.0,40.733908,-73.90108,no pet,no laundry,no,multi
403,**NO FEE**Amazing Renovated One Bed in Park Slope,2600.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-feeamazing-renovated-one/7278948986.html,1.0, (Park Slope),2021-02-17 18:32,1.0,40.674637,-73.983593,both pets,in unit,no,multi
404,**New Listing- One Month FREE! Extra Large New Studio Duplex UWS-$2295,2295.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-new-listing-one-month-free/7278948614.html,1.0, (Upper West Side),2021-02-17 18:31,1.0,40.7864,-73.9764,no pet,on site,no,multi
405,"Renovated 4bed 2 bath, dishwasher, washer/dryer optional no fee",2599.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-4bed-bath-dishwasher/7278947519.html,4.0, (Bushwick),2021-02-17 18:28,2.0,40.69131,-73.91325,both pets,in unit,no,multi
406,"renovated bright 2 bedroom, laundry in building no fee",1975.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-bright-bedroom/7278947120.html,2.0, (ocean hill),2021-02-17 18:27,1.0,40.678278,-73.910799,both pets,on site,no,multi
407,"Spacious, gorgeous, bright 4 bedroom, no broker fee",2399.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-gorgeous-bright/7278946987.html,4.0, (Flatbush),2021-02-17 18:27,1.0,40.638607,-73.948265,both pets,no laundry,no,multi
408,1BR/1BA + HUGE PRIVATE BACKYARD Btwn Clinton Hill and BedStuy!,1799.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-1br-1ba-huge-private-backyard/7278946340.html,1.0, (Brooklyn),2021-02-17 18:25,1.0,40.689163,-73.95753,both pets,on site,no,multi
409,Beautiful Bright Spacious Bushwick 2 Bed w/Private Backyard! No Fee!,2499.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-bright-spacious/7278942951.html,2.0, (Bushwick @ Montrose Ave L Train or Morgan L train),2021-02-17 18:18,1.5,40.704961,-73.937967,no pet,no laundry,no,multi
410,Beautiful Bright 1 Bed in the Heart of Bedstuy! No Fee,1850.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-bright-bed-in-the/7278942738.html,1.0, (Brooklyn),2021-02-17 18:17,1.0,40.682282,-73.943202,both pets,no laundry,no,multi
411,1 Bedroom For Rent.,1550.0,717.6746411483253,https://newyork.craigslist.org/brx/apa/d/bronx-bedroom-for-rent/7278939544.html,1.0, (North East Bronx),2021-02-17 18:09,1.0,40.8702,-73.8495,no pet,no laundry,no,multi
412,apartamento de 3 cuartos,2400.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/college-point-apartamento-de-cuartos/7278937409.html,3.0, (college points),2021-02-17 18:04,1.0,40.7855,-73.845,no pet,no laundry,no,multi
413,"Amazing 3 Bedroom, INCREDIBLE Natural Light ☀️",2300.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-bedroom-incredible/7278933754.html,3.0," (Stuyvesant Heights, Brooklyn)",2021-02-17 17:57,1.0,40.684446,-73.926272,both pets,no laundry,no,multi
414,Immaculate 2BR apt in the heart of Williamsburg w/ amazing roof 🌟,2750.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-immaculate-2br-apt-in-the/7278931554.html,2.0, (Williamsburg),2021-02-17 17:52,1.0,40.711305,-73.946743,both pets,on site,no,multi
415,No Fee & 2 Months Free *Luxury STUDIO Washer & Dryer in Unit,2000.0,497.9347826086956,https://newyork.craigslist.org/que/apa/d/astoria-no-fee-months-free-luxury/7278931208.html,0.0, (Astoria/ Astoria Park),2021-02-17 17:51,1.0,40.772602,-73.925995,both pets,in unit,no,multi
416,**APARTMENT FOR RENT NEXT TO SAINT JOHNS UNIVERCITY,1500.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/flushing-apartment-for-rent-next-to/7278930032.html,1.0, (fresh meadows),2021-02-17 17:49,1.0,40.728,-73.8195,both pets,no laundry,off-street,multi
417,Beautiful 2 BR apt in well maintained building 👑⭐️,1900.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-br-apt-in-well/7278929542.html,2.0, (Flatbush),2021-02-17 17:48,1.0,40.641019,-73.954275,both pets,on site,no,multi
418,TRUE 3 BR_NO FEE_CENTRAL PARK_WASHER&DRYER_$2695,2695.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-true-brno-feecentral/7278929280.html,3.0, (Harlem),2021-02-17 17:47,1.0,40.8019,-73.9531,no pet,in unit,no,multi
419,No Fee Gorgeous Renovated 1 Bed *  w/ Shared Backyard Access,1695.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/maspeth-no-fee-gorgeous-renovated-bed/7278929283.html,1.0, (Ridgewood),2021-02-17 17:47,1.0,40.710888,-73.90074,both pets,no laundry,no,multi
420,Spacious 2 BR apt w/ Rooms on opposite ends for max Privacy ☀️,1925.0,750.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-br-apt-rooms-on/7278928767.html,2.0," (Stuyvesant Heights, Brooklyn)",2021-02-17 17:46,1.0,40.679556,-73.917507,both pets,on site,no,multi
422,"FLEXIBLE LEASE TERMS ________$20 FOR HEAT, WATER, GAS & TRASH REMOVAL",3150.0,1200.0,https://newyork.craigslist.org/fct/apa/d/stamford-flexible-lease-terms-20-for/7278927646.html,3.0, (Stamford),2021-02-17 17:44,2.0,41.0888,-73.5435,both pets,in unit,proctected,multi
423,Large Studio Apt Steps away from Broadway Junction ☀️,1550.0,497.9347826086956,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-studio-apt-steps-away/7278927100.html,0.0, (Ocean Hill),2021-02-17 17:42,1.0,40.67696,-73.907862,both pets,on site,no,multi
424,Bright & beautiful 2 BR apt in the residential Bushwick ☀️,2200.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-bright-beautiful-br-apt-in-the/7278926312.html,2.0," (Bushwick, Brooklyn)",2021-02-17 17:41,1.0,40.693004,-73.914106,both pets,on site,no,multi
425,3 Bedroom apt with lots of closet & Storage Space. No walkup!,2100.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-apt-with-lots-of/7278925693.html,3.0, (Bushwick),2021-02-17 17:39,1.0,40.68789,-73.907238,both pets,on site,no,multi
426,Large Duplex apartment in the heart of Bushwick 💫,1990.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-duplex-apartment-in-the/7278924477.html,2.0," (Bushwick, Brooklyn)",2021-02-17 17:37,1.5,40.68789,-73.907238,both pets,on site,no,multi
427,VERY LARGE 1 BEDROOM IN DOORMAN BUILDING!,2850.0,660.0,https://newyork.craigslist.org/mnh/apa/d/new-york-very-large-bedroom-in-doorman/7278924071.html,1.0, (Greenwich Village),2021-02-17 17:36,1.0,40.733763,-73.989605,both pets,on site,protected,multi
428,Beautiful apartment in Prime Prospect Heights w/Roof & Amazing Light,3100.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-apartment-in-prime/7278923731.html,3.0," (Prospect Heights, Brooklyn)",2021-02-17 17:35,1.0,40.681419,-73.973544,both pets,on site,no,multi
429,No Fee & 1 Month Free * 1 Bed 1 Bath in Astoria *Near N & W Trains,1850.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/astoria-no-fee-month-free-bed-bath-in/7278921885.html,1.0, (Astoria),2021-02-17 17:31,1.0,40.765152,-73.92454,both pets,on site,no,multi
430,(ID:3288526) Spacious 3 Bedroom Apartment For Rent In Riverdale,2250.0,1103.2173913043478,https://newyork.craigslist.org/brx/apa/d/bronx-id-spacious-bedroom-apartment-for/7278919331.html,3.0, (Bronx),2021-02-17 17:26,2.0,40.887948,-73.909374,no pet,on site,no,multi
431,Available NOW!!-  1 Bedroom Apartments - CALL US TODAY!!,1300.0,750.0,https://newyork.craigslist.org/fct/apa/d/norwalk-available-now-bedroom/7278918981.html,1.0, (Norwalk),2021-02-17 17:25,1.0,41.0957,-73.4285,both pets,on site,no,multi
432,Hoyt Bedford Apartments_________2BED/1BATH_________________________,1845.0,1078.0,https://newyork.craigslist.org/fct/apa/d/stamford-hoyt-bedford-apartments2bed/7278918115.html,2.0, (Stamford),2021-02-17 17:23,1.0,41.0888,-73.5435,both pets,on site,off-street,multi
433,NO FEE* Renovated 1BD in Prime location,1800.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-renovated-1bd-in-prime/7278918087.html,1.0, (gramercy),2021-02-17 17:23,1.0,40.7375,-73.9813,cats,on site,no,multi
434,----------------2BED/1BATH -------- WASHER AND DRYER -------BALCONY---,1830.0,943.0,https://newyork.craigslist.org/fct/apa/d/stamford-bed-1bath-washer-and-dryer/7278916789.html,2.0, (STAMFORD),2021-02-17 17:21,1.0,41.0888,-73.5435,both pets,in unit,off-street,multi
435,"NO FEE, Hell's Kitchen Fully Renovated Large Studio w/ laundry",1490.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-hells-kitchen-fully/7278916535.html,0.0, (Midtown West),2021-02-17 17:20,1.0,40.760405,-73.987475,both pets,on site,no,multi
436,"FLEXIBLE LEASE TERMS ________$20 FOR HEAT, WATER, GAS & TRASH REMOVAL",2680.0,1200.0,https://newyork.craigslist.org/fct/apa/d/stamford-flexible-lease-terms-20-for/7278916462.html,3.0, (Stamford),2021-02-17 17:20,2.0,41.0888,-73.5435,both pets,in unit,proctected,multi
438,**APARTMENT FOR RENT IN VALLEY STREAM**,1950.0,922.3730569948186,https://newyork.craigslist.org/lgi/apa/d/valley-stream-apartment-for-rent-in/7278915981.html,2.0, (VALLEY STREAM),2021-02-17 17:19,1.0,40.6742,-73.7057,no pet,on site,off-street,multi
441,Very spacious 1 bedroom railroad apartment with 2 additional rooms whi,1900.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-very-spacious-bedroom-railroad/7278914789.html,1.0, (Bedstuy),2021-02-17 17:16,1.0,40.694409,-73.938002,both pets,no laundry,no,multi
443,"Tribeca NYC Luxury 3 Beds, Flex 4, Unit W/ WD, Pool, Gym, Doorman Buil",4250.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-tribeca-nyc-luxury-beds-flex/7278913831.html,3.0, (TriBeCa),2021-02-17 17:15,1.0,40.71762,-74.01097,both pets,no laundry,no,multi
444,Large One Bedroom One Bath for Rent by Owner,1450.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-one-bedroom-one-bath-for/7278912282.html,1.0," (Homecrest, Sheepshead Bay, Southern Brooklyn, Brooklyn)",2021-02-17 17:11,1.0,40.599747,-73.960283,no pet,no laundry,no,multi
